Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"Parmalat founder offers apology

The founder and former boss of Parmalat has apologised to investors who lost money as a...",business,Business,0.37,True,,,,,,,,,
"'Golden economic period' to end

Ten years of ""golden"" economic performance may come to an end in 2005 with growth slowi...",business,business,0.37,True,,,,,,,,,
"Jobs go at Oracle after takeover

Oracle has announced it is cutting about 5,000 jobs following the completion of its $1...",business,business,0.38,True,,,,,,,,,
"Beijingers fume over parking fees

Choking traffic jams in Beijing are prompting officials to look at reorganising car p...",business,business,0.33,True,,,,,,,,,
"GM issues 2005 profits warning

General Motors has warned that it expects earnings this year be lower than in 2004.

The...",business,business,0.35,True,,,,,,,,,
"US economy still growing says Fed

Most areas of the US saw their economy continue to expand in December and early Janua...",business,business,0.3,True,,,,,,,,,
"Wall Street cool to eBay's profit

Shares in online auction house eBay fell 9.8% in after-hours trade on Wednesday, afte...",business,business,0.34,True,,,,,,,,,
"WorldCom trial starts in New York

The trial of Bernie Ebbers, former chief executive of bankrupt US phone company World...",business,Business,0.32,True,,,,,,,,,
"High fuel costs hit US airlines

Two of the largest airlines in the US - American and Southwest - have blamed record fue...",business,business,0.35,True,,,,,,,,,
"European losses hit GM's profits

General Motors (GM) saw its net profits fall 37% in the last quarter of 2004, as it co...",business,Business,0.33,True,,,,,,,,,
"EU to probe Alitalia 'state aid'

The European Commission has officially launched an in-depth investigation into whether...",business,Business,0.34,True,,,,,,,,,
"IMF agrees fresh Turkey funding

Turkey has agreed a draft proposal with the International Monetary Fund to borrow $10bn...",business,Business,0.38,True,,,,,,,,,
"Saudi investor picks up the Savoy

London's famous Savoy hotel has been sold to a group combining Saudi billionaire inve...",business,business,0.3,True,,,,,,,,,
"Tsunami slows Sri Lanka's growth

Sri Lanka's president has launched a reconstruction drive worth $3.5bn (£1.8bn) by app...",business,Business,0.4,True,,,,,,,,,
"China suspends 26 power projects

China has ordered a halt to construction work on 26 big power stations, including two ...",business,Business,0.39,True,,,,,,,,,
"Two Nigerian banks set to merge

Nigerian banks United Bank of Africa and Standard Trust Bank have agreed plans to merge...",business,Business,0.29,True,,,,,,,,,
"Virgin Blue shares plummet 20%

Shares in Australian budget airline Virgin Blue plunged 20% after it warned of a steep f...",business,business,0.31,True,,,,,,,,,
"Watchdog probes Vivendi bond sale

French stock market regulator AMF has filed complaints against media giant Vivendi Un...",business,Business,0.34,True,,,,,,,,,
"Saudi NCCI's shares soar

Shares in Saudi Arabia's National Company for Cooperative Insurance (NCCI) soared on their fir...",business,business,0.31,True,,,,,,,,,
"JP Morgan admits US slavery links

Thousands of slaves were accepted as collateral for loans by two banks that later bec...",business,Business,0.32,True,,,,,,,,,
"Egypt and Israel seal trade deal

In a sign of a thaw in relations between Egypt and Israel, the two countries have sign...",business,Business,0.33,True,,,,,,,,,
"Ford gains from finance not cars

Ford, the US car company, reported higher fourth quarter and full-year profits on Thur...",business,Business,0.39,True,,,,,,,,,
"Wipro beats forecasts once again

Wipro, India's third-biggest software firm, has reported a 60% rise in profit, topping...",business,business,0.32,True,,,,,,,,,
"Christmas sales worst since 1981

UK retail sales fell in December, failing to meet expectations and making it by some c...",business,business,0.37,True,,,,,,,,,
"Businesses fail to plan for HIV

Companies fail to draw up plans to cope with HIV/Aids until it affects 20% of people in...",business,Business,0.41,True,,,,,,,,,
"Ailing EuroDisney vows turnaround

EuroDisney, the European home of Mickey Mouse and friends, has said it will sell 253m...",business,business,0.3,True,,,,,,,,,
"UK young top Euro earnings league

British children enjoy the highest average annual income in Europe - more than double...",business,Business,0.31,True,,,,,,,,,
"Swiss cement firm in buying spree

Swiss cement firm Holcim has bid $800m (£429m) to buy two Indian cement firms and a h...",business,business,0.33,True,,,,,,,,,
"India's Reliance family feud heats up

The ongoing public spat between the two heirs of India's biggest conglomerate, Re...",business,Business,0.34,True,,,,,,,,,
"World leaders gather to face uncertainty

More than 2,000 business and political leaders from around the globe are arriv...",business,Business,0.45,True,,,,,,,,,
"US budget deficit to reach $368bn

The US budget deficit is set to hit a worse-than-expected $368bn (£197bn) this year, ...",business,business,0.34,True,,,,,,,,,
"Criminal probe on Citigroup deals

Traders at US banking giant Citigroup are facing a criminal investigation in Germany ...",business,Business,0.32,True,,,,,,,,,
"Brazil jobless rate hits new low

Brazil's unemployment rate fell to its lowest level in three years in December, accord...",business,business,0.36,True,,,,,,,,,
"Indonesia 'declines debt freeze'

Indonesia no longer needs the debt freeze offered by the Paris Club group of creditors...",business,Business,0.37,True,,,,,,,,,
"Parmalat bank barred from suing

Bank of America has been banned from suing Parmalat, the food group which went bust in ...",business,Business,0.3,True,,,,,,,,,
"China continues rapid growth

China's economy has expanded by a breakneck 9.5% during 2004, faster than predicted and we...",business,business,0.37,True,,,,,,,,,
"SEC to rethink post-Enron rules

The US stock market watchdog's chairman has said he is willing to soften tough new US c...",business,Business,0.4,True,,,,,,,,,
"BBC poll indicates economic gloom

Citizens in a majority of nations surveyed in a BBC World Service poll believe the wo...",business,Business,0.4,True,,,,,,,,,
"Europe asks Asia for euro help

European leaders say Asian states must let their currencies rise against the US dollar t...",business,business,0.3,True,,,,,,,,,
"FBI agent colludes with analyst

A former FBI agent and an internet stock picker have been found guilty of using confide...",business,Business,0.33,True,,,,,,,,,
"Millions go missing at China bank

Two senior officials at one of China's top commercial banks have reportedly disappear...",business,business,0.39,True,,,,,,,,,
"China Aviation seeks rescue deal

Scandal-hit jet fuel supplier China Aviation Oil has offered to repay its creditors $2...",business,Business,0.32,True,,,,,,,,,
"Low-cost airlines hit Eurotunnel

Channel Tunnel operator Eurotunnel has seen sales fall in the face of the upsurge in E...",business,Business,0.31,True,,,,,,,,,
"Water firm Suez in Argentina row

A conflict between the Argentine State and water firm Aguas Argentinas, controlled by ...",business,Business,0.41,True,,,,,,,,,
"Algeria hit by further gas riots

Algeria suffered a weekend of violent protests against government plans to raise gas p...",business,Business,0.31,True,,,,,,,,,
"India's Maruti sees profits jump

India's biggest carmaker Maruti has reported a sharp increase in quarterly profit afte...",business,business,0.34,True,,,,,,,,,
"Aids and climate top Davos agenda

Climate change and the fight against Aids are leading the list of concerns for the fi...",business,Business,0.39,True,,,,,,,,,
"China now top trader with Japan

China overtook the US to become Japan's biggest trading partner in 2004, according to n...",business,business,0.34,True,,,,,,,,,
"Trial begins of Spain's top banker

The trial of Emilio Botin, the chairman of Spain's most powerful bank, Santander Cen...",business,Business,0.33,True,,,,,,,,,
"UK economy ends year with spurt

The UK economy grew by an estimated 3.1% in 2004 after accelerating in the last quarter...",business,business,0.41,True,,,,,,,,,
"HealthSouth ex-boss goes on trial

The former head of US medical services firm HealthSouth overstated earnings and asset...",business,Business,0.32,True,,,,,,,,,
"Euro firms miss out on optimism

More than 90% of large companies around the world are highly optimistic about their eco...",business,Business,0.38,True,,,,,,,,,
"Lacroix label bought by US firm

Luxury goods group LVMH has sold its loss-making Christian Lacroix clothing label to a ...",business,Business,0.3,True,,,,,,,,,
"Gallery unveils interactive tree

A Christmas tree that can receive text messages has been unveiled at London's Tate Bri...",entertainment,Culture,0.3,False,,,,,,,,,
"Jarre joins fairytale celebration

French musician Jean-Michel Jarre is to perform at a concert in Copenhagen to mark th...",entertainment,Culture,0.32,False,,,,,,,,,
"Musical treatment for Capra film

The classic film It's A Wonderful Life is to be turned into a musical by the producer ...",entertainment,Culture,0.3,False,,,,,,,,,
"Richard and Judy choose top books

The 10 authors shortlisted for a Richard and Judy book award in 2005 are hoping for a...",entertainment,Culture,0.32,False,,,,,,,,,
"Poppins musical gets flying start

The stage adaptation of children's film Mary Poppins has had its opening night in Lon...",entertainment,Culture,0.3,False,,,,,,,,,
"Bennett play takes theatre prizes

The History Boys by Alan Bennett has been named best new play in the Critics' Circle ...",entertainment,Culture,0.31,False,,,,,,,,,
"Levy tipped for Whitbread prize

Novelist Andrea Levy is favourite to win the main Whitbread Prize book of the year awar...",entertainment,Culture,0.36,False,,,,,,,,,
"West End to honour finest shows

The West End is honouring its finest stars and shows at the Evening Standard Theatre Aw...",entertainment,Culture,0.33,False,,,,,,,,,
"Da Vinci Code is 'lousy history'

The plot of an international bestseller that thousands of readers are likely to receiv...",entertainment,Culture,0.34,False,,,,,,,,,
"Uganda bans Vagina Monologues

Uganda's authorities have banned the play The Vagina Monologues, due to open in the capit...",entertainment,Culture,0.33,False,,,,,,,,,
"Artists' secret postcards on sale

Postcards by artists including Damien Hirst and Tracey Emin have sold just hours afte...",entertainment,Culture,0.31,False,,,,,,,,,
"Neeson in bid to revive theatre

Hollywood film star Liam Neeson has held a dinner party in New York to promote Belfast'...",entertainment,Culture,0.37,False,,,,,,,,,
"Levy takes Whitbread novel prize

Orange Prize winner Andrea Levy has seen her book Small Island win the Whitbread Novel...",entertainment,Culture,0.39,False,,,,,,,,,
"Adventure tale tops awards

Young book fans have voted Fergus Crane, a story about a boy who is taken on an adventure by...",entertainment,Culture,0.32,False,,,,,,,,,
"Mutant book wins Guardian prize

A book about the evolution of mutants and the science of abnormality has won the Guardi...",entertainment,Culture,0.32,False,,,,,,,,,
"Arthur Hailey: King of the bestsellers

Novelist Arthur Hailey, who has died at the age of 84, was known for his bestsel...",entertainment,Business,0.45,False,,,,,,,,,
"Spark heads world Booker list

Dame Muriel Spark is among three British authors who have made the shortlist for the inau...",entertainment,Culture,0.32,False,,,,,,,,,
"Versace art portfolio up for sale

The art collection of murdered fashion designer Gianni Versace could fetch up to £9m ...",entertainment,Business,0.33,False,,,,,,,,,
"Slater to star in Broadway play

Actor Christian Slater is stepping into the role of Tom in the Broadway revival of The ...",entertainment,Culture,0.29,False,,,,,,,,,
"Public show for Reynolds portrait

Sir Joshua Reynolds' Portrait of Omai will get a public airing following fears it wou...",entertainment,Culture,0.32,False,,,,,,,,,
"Obituary: Dame Alicia Markova

Dame Alicia Markova, who has died in Bath aged 94, was the UK's first prima ballerina of ...",entertainment,Culture,0.39,False,,,,,,,,,
"Fears raised over ballet future

Fewer children in the UK are following in the dainty footsteps of dancers like Darcey B...",entertainment,Culture,0.42,False,,,,,,,,,
"Famed music director Viotti dies

Conductor Marcello Viotti, director of Venice's famous La Fenice Theatre, has died in ...",entertainment,Culture,0.34,False,,,,,,,,,
"Paraguay novel wins US book prize

A novel set in 19th century Paraguay has won the $10,000 (£5,390) fiction prize at th...",entertainment,Culture,0.37,False,,,,,,,,,
"New Harry Potter tops book chart

Harry Potter and the Half-Blood Prince has topped Amazon's book chart less than 24 hou...",entertainment,Culture,0.33,False,,,,,,,,,
"UK's National Gallery in the pink

The National Gallery, home to some of the UK's greatest artworks, has seen a big jump...",entertainment,Culture,0.37,False,,,,,,,,,
"Lit Idol begins search for author

The second Pop Idol-style search for literary talent has begun with the help of the b...",entertainment,Culture,0.33,False,,,,,,,,,
"Potter director signs Warner deal

Harry Potter director Alfonso Cuaron has signed a three-year deal with Hollywood stud...",entertainment,Business,0.32,False,,,,,,,,,
"Baghdad Blogger on big screen

A film based on the internet musings of the ""Baghdad Blogger"" has been shown at the Rotte...",entertainment,Culture,0.33,False,,,,,,,,,
"US critics laud comedy Sideways

Road trip comedy Sideways has had more praise heaped on it by two US critics' associati...",entertainment,Culture,0.31,False,,,,,,,,,
"Dirty Den's demise seen by 14m

More than 14 million people saw ""Dirty"" Den Watts killed off on Friday, marking EastEnde...",entertainment,Entertainment,0.34,True,,,,,,,,,
"Redford's vision of Sundance

Despite sporting a corduroy cap pulled low over his face plus a pair of dark glasses, Robe...",entertainment,Culture,0.4,False,,,,,,,,,
"DVD review: Harry Potter and the Prisoner of Azkaban

This third Harry Potter film brought a change of director and a dr...",entertainment,Film,0.33,False,,,,,,,,,
"Vera Drake scoops film award

Oscar hopefuls Mike Leigh and Imelda Staunton were both winners at the 2004 Evening Standa...",entertainment,Culture,0.38,False,,,,,,,,,
"Hundreds vie for best film Oscar

A total of 267 films are eligible for the best film Oscar but only five will be chosen...",entertainment,Culture,0.32,False,,,,,,,,,
"Hanks greeted at wintry premiere

Hollywood star Tom Hanks was in London's Leicester Square for the UK premiere of Polar...",entertainment,Culture,0.31,False,,,,,,,,,
"Film row over Pirates 'cannibals'

Plans to portray Dominica's Carib Indians as cannibals in the sequel to hit film Pira...",entertainment,Culture,0.32,False,,,,,,,,,
"Stars gear up for Bafta ceremony

Film stars from across the globe are preparing to walk the red carpet at this year's B...",entertainment,Culture,0.34,False,,,,,,,,,
"Aviator 'creator' in Oscars snub

The man who said he got Oscar-nominated movie The Aviator off the ground and signed up...",entertainment,Business,0.38,False,,,,,,,,,
"Wine comedy up for six film gongs

Sideways, a wine-tasting comedy starring Paul Giamatti, is up for six Independent Spi...",entertainment,Culture,0.34,False,,,,,,,,,
"No ads for Passion Oscar campaign

Producer Mel Gibson will not be using paid advertisements to promote The Passion of t...",entertainment,Business,0.31,False,,,,,,,,,
"Berlin honours S Korean director

South Korean film director Im Kwon-Taek has received an honorary Golden Bear at the Be...",entertainment,Culture,0.31,False,,,,,,,,,
"Stars pay tribute to actor Davis

Hollywood stars including Spike Lee, Burt Reynolds and Oscar nominee Alan Alda have pa...",entertainment,Culture,0.37,False,,,,,,,,,
"US actor Ossie Davis found dead

US actor Ossie Davis has been found dead at the age of 87.

Davis, who was married to a...",entertainment,Culture,0.33,False,,,,,,,,,
"Jugnot 'tops French actor league'

Actor Gerard Jugnot - star of the Oscar-nominated film The Chorus - has beaten Gerard...",entertainment,Business,0.33,False,,,,,,,,,
"Howl helps boost Japan's cinemas

Japan's box office received a 3.8% boost last year, with ticket sales worth 211bn yen ...",entertainment,Business,0.32,False,,,,,,,,,
"Berlin applauds Hotel Rwanda

Political thriller Hotel Rwanda was given a rousing reception by spectators at the Berlin ...",entertainment,Culture,0.31,False,,,,,,,,,
"'Landmark movies' of 2004 hailed

US film professionals have declared Fahrenheit 9/11 and The Passion of the Christ as t...",entertainment,Culture,0.36,False,,,,,,,,,
"De Niro film leads US box office

Film star Robert De Niro has returned to the top of the North American box office with...",entertainment,Business,0.34,False,,,,,,,,,
"Willis sues over movie 'injury'

Actor Bruce Willis is suing Revolution Studios over an injury he said he suffered while...",entertainment,Business,0.32,False,,,,,,,,,
"Foxx and Swank win US awards

Jamie Foxx and Hilary Swank have won the Screen Actors Guild Awards for best male and fema...",entertainment,Culture,0.41,False,,,,,,,,,
"Spike Lee backs student directors

Film-maker Spike Lee says black representation is stronger than ever in cinema and TV...",entertainment,Culture,0.31,False,,,,,,,,,
"Horror film heads US box office

A low-budget horror film produced by Evil Dead director Sam Raimi has topped the North ...",entertainment,Business,0.33,False,,,,,,,,,
"Mumbai bombs movie postponed

The release of a film about the Mumbai (Bombay) blasts in 1993 has been postponed followin...",entertainment,Culture,0.33,False,,,,,,,,,
"DVD review: I, Robot

Only one man recognises that robots are a threat to humanity - but that's fine because it only tak...",entertainment,Culture,0.34,False,,,,,,,,,
"Brando 'rejected Godfather role'

Late film star Marlon Brando is said to have repeatedly turned down his Oscar-winning ...",entertainment,Culture,0.34,False,,,,,,,,,
"Dutch watch Van Gogh's last film

The last film to be made by the slain Dutch director Theo van Gogh, called 06/05, has ...",entertainment,Culture,0.32,False,,,,,,,,,
"Berlin hails European cinema

Organisers say this year's Berlin Film Festival, which opens on Thursday with period epic ...",entertainment,Culture,0.32,False,,,,,,,,,
"Sky takes over Oscar night mantle

Sky has signed a major new deal to broadcast this year's Academy Awards, taking over ...",entertainment,Business,0.32,False,,,,,,,,,
"Snicket tops US box office chart

The film adaptation of Lemony Snicket novels has topped the North America box office c...",entertainment,Business,0.3,False,,,,,,,,,
"Director Nair's Vanity project

Indian film director Mira Nair has said she was thrilled to be given the chance to make ...",entertainment,Culture,0.46,False,,,,,,,,,
"Spirit awards hail Sideways

The comedy Sideways has dominated this year's Independent Spirit Awards, winning all six of...",entertainment,Culture,0.32,False,,,,,,,,,
"Tautou film tops Cesar prize nods

French film A Very Long Engagement has received 12 nominations for France's Cesar fil...",entertainment,Culture,0.36,False,,,,,,,,,
"Hollywood ready for Oscars night

Hollywood is preparing for the biggest night in the film world's calendar, the 77th Ac...",entertainment,Culture,0.41,False,,,,,,,,,
"Animation charms Japan box office

Oscar-winning director Hayao Miyazaki's latest film has set a new Japanese box office...",entertainment,Business,0.3,False,,,,,,,,,
"US box office set for record high

Ticket sales at the US box office are predicted to break records this year, with figu...",entertainment,business,0.34,False,,,,,,,,,
"Low-budget film wins Cesar

A film that follows a group of alienated youth in a Paris suburb as they prepare to perform ...",entertainment,Culture,0.33,False,,,,,,,,,
"Tautou 'to star in Da Vinci film'

French actress Audrey Tautou, star of hit film Amelie, will play the female lead in t...",entertainment,Culture,0.32,False,,,,,,,,,
"Foxx and Swank take actors awards

Jamie Foxx and Hilary Swank have won the Screen Actors Guild Awards for best male and...",entertainment,Culture,0.4,False,,,,,,,,,
"Children vote Shrek 2 best film

Young UK film fans voted animated Hollywood hit Shrek 2 best film at the children's Baf...",entertainment,Culture,0.32,False,,,,,,,,,
"UK debut for Kevin Spacey movie

Hollywood stars Kevin Spacey and Kate Bosworth attended the British premiere of new fil...",entertainment,Culture,0.33,False,,,,,,,,,
"Box office blow for Alexander

Director Oliver Stone's historical epic Alexander has failed in its bid to conquer the bo...",entertainment,Business,0.37,False,,,,,,,,,
"Ray DVD beats box office takings

Oscar-nominated film biopic Ray has surpassed its US box office takings with a combine...",entertainment,Business,0.31,False,,,,,,,,,
"Ocean's Twelve raids box office

Ocean's Twelve, the crime caper sequel starring George Clooney, Brad Pitt and Julia Rob...",entertainment,Business,0.34,False,,,,,,,,,
"Indie film nominations announced

Mike Leigh's award-winning abortion drama Vera Drake has scooped seven nominations at ...",entertainment,Culture,0.37,False,,,,,,,,,
"Fockers fuel festive film chart

Comedy Meet The Fockers topped the festive box office in North America, setting a new r...",entertainment,Business,0.34,False,,,,,,,,,
"DVD review: Spider-Man 2

It's a universal rule that a film can either be a superhero special effects extravaganza or it...",entertainment,Film,0.34,False,,,,,,,,,
"Baby becomes new Oscar favourite

Clint Eastwood's boxing drama Million Dollar Baby has become the new favourite to win ...",entertainment,Culture,0.34,False,,,,,,,,,
"Russian film wins BBC world prize

Russian drama The Return (Vozvrashchenie) has been named winner of the BBC Four World...",entertainment,Culture,0.31,False,,,,,,,,,
"US TV cuts nudity from BBC film

A US TV network is editing BBC Films' Dirty War to avoid showing the front of a nude wo...",entertainment,Culture,0.32,False,,,,,,,,,
"Oscars race enters final furlong

The race for the Oscars entered its final stages as the deadline for voters to choose ...",entertainment,Culture,0.35,False,,,,,,,,,
"Aviator 'creator' in Oscars snub

The man who said he got Oscar-nominated movie The Aviator off the ground and signed up...",entertainment,Business,0.41,False,,,,,,,,,
"Cage film's third week at US top

Nicolas Cage movie National Treasure has topped the US and Canada box office for the t...",entertainment,Business,0.32,False,,,,,,,,,
"Oscar nominees gear up for lunch

Leonardo DiCaprio, Jamie Foxx and Hilary Swank are among those due to attend this year...",entertainment,Culture,0.37,False,,,,,,,,,
"Church anger over Bollywood film

Roman Catholic organisations in India have demanded the withdrawal of a film that depi...",entertainment,Culture,0.38,False,,,,,,,,,
"Bookmakers back Aviator for Oscar

The Aviator has been tipped by UK bookmakers as the favourite to win the best film aw...",entertainment,Entertainment,0.34,True,,,,,,,,,
"Global release for Japan hit film

Oscar-winning animator Hayao Miyazaki's latest film, Howl's Moving Castle, is to be r...",entertainment,Business,0.32,False,,,,,,,,,
"Ocean's Twelve raids box office

Ocean's Twelve, the crime caper sequel starring George Clooney, Brad Pitt and Julia Rob...",entertainment,Business,0.35,False,,,,,,,,,
"Oscar nominee Dan O'Herlihy dies

Irish actor Dan O'Herlihy, who was nominated for best actor at the 1955 Oscars, has di...",entertainment,Obituary,0.32,False,,,,,,,,,
"Berlin cheers for anti-Nazi film

A German movie about an anti-Nazi resistance heroine has drawn loud applause at Berlin...",entertainment,Culture,0.36,False,,,,,,,,,
"Wine comedy wins critics' award

Quirky comedy Sideways was named the best film of the year by the Los Angeles Film Crit...",entertainment,Culture,0.32,False,,,,,,,,,
"Actor Foxx sees Globe nominations

US actor Jamie Foxx has been given two nominations for Golden Globe awards, with Mery...",entertainment,Culture,0.3,False,,,,,,,,,
"Godzilla gets Hollywood fame star

Movie monster Godzilla has received a star on Hollywood's Walk of Fame, honouring bot...",entertainment,Culture,0.36,False,,,,,,,,,
"God cut from Dark Materials film

The director and screenwriter of the film adaptation of Philip Pullman's His Dark Mate...",entertainment,Culture,0.41,False,,,,,,,,,
"Aviator wins top Globes accolades

The Aviator has been named best film at the Golden Globe Awards, with its star Leonar...",entertainment,Culture,0.44,False,,,,,,,,,
"Singer's film to show at festival

A documentary which takes a candid look at the life of chart-topping singer George Mi...",entertainment,Culture,0.34,False,,,,,,,,,
"Surprise win for anti-Bush film

Michael Moore's anti-Bush documentary Fahrenheit 9/11 has won best film at the US Peopl...",entertainment,Culture,0.34,False,,,,,,,,,
"Da Vinci film to star Tom Hanks

Actor Tom Hanks and director Ron Howard are reuniting for The Da Vinci Code, an adaptat...",entertainment,Business,0.31,False,,,,,,,,,
"Controversial film tops festival

A controversial film starring Hollywood actor Kevin Bacon as a convicted paedophile wo...",entertainment,Culture,0.32,False,,,,,,,,,
"Fockers retain film chart crown

Comedy Meet The Fockers has held on to the number one spot at the North American box of...",entertainment,Business,0.38,False,,,,,,,,,
"Sundance to honour foreign films

International films will be given the same prominence as US films at next year's Sunda...",entertainment,Culture,0.34,False,,,,,,,,,
"Day-Lewis set for Berlin honour

Actor Daniel Day-Lewis is to be presented with an award for his career in film at the B...",entertainment,Culture,0.32,False,,,,,,,,,
"Downloads enter US singles chart

Digital music downloads are being included in the main US singles chart for the first ...",entertainment,Business,0.38,False,,,,,,,,,
"Glasgow hosts tsunami benefit gig

The top names in Scottish music are taking part in a benefit concert in aid of the vi...",entertainment,Culture,0.32,False,,,,,,,,,
"Pop band Busted to 'take a break'

Chart-topping pop band Busted have confirmed that they plan to ""take a break"", follow...",entertainment,Culture,0.33,False,,,,,,,,,
"Streets have 'album of the year'

The Streets, aka British rapper and songwriter, Mike Skinner have topped a poll to fin...",entertainment,Culture,0.32,False,,,,,,,,,
"Manics in charge of BBC 6 Music

The Manic Street Preachers are to take over the helm of BBC digital radio station 6 Mus...",entertainment,Culture,0.31,False,,,,,,,,,
"Media seek Jackson 'juror' notes

Reporters covering singer Michael Jackson's trial in California have asked to see ques...",entertainment,Law,0.38,False,,,,,,,,,
"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, st...",entertainment,Music,0.33,False,,,,,,,,,
"Rap boss arrested over drug find

Rap mogul Marion ""Suge"" Knight has been arrested for violating his parole after he was...",entertainment,Crime,0.32,False,,,,,,,,,
"Elton plays Paris charity concert

Sir Elton John has performed at a special concert in Paris to raise money for the vic...",entertainment,Culture,0.32,False,,,,,,,,,
"Elvis set to top UK singles chart

Rock 'n' roll legend Elvis is set to top the UK singles chart on Sunday, 27 years aft...",entertainment,Music,0.3,False,,,,,,,,,
"Wal-Mart is sued over rude lyrics

The parents of a 13-year-old girl are suing US supermarket giant Wal-Mart over a CD b...",entertainment,Business,0.32,False,,,,,,,,,
"Pete Doherty misses bail deadline

Singer Pete Doherty will have to spend the weekend in jail because he could not come ...",entertainment,Crime,0.32,False,,,,,,,,,
"Rapper Snoop Dogg sued for 'rape'

US rapper Snoop Dogg has been sued for $25m (£13m) by a make-up artist who claimed he...",entertainment,Crime,0.32,False,,,,,,,,,
"Legendary music studio to close

The New York music studio where John Lennon spent his final hours is to close next mont...",entertainment,Business,0.32,False,,,,,,,,,
"Rapper Jay-Z becomes label boss

Rap star Jay-Z is to become a record company executive after being put in charge of one...",entertainment,Business,0.35,False,,,,,,,,,
"REM concerts blighted by illness

US rock band REM have been forced to cancel concerts after bass player Mike Mills was ...",entertainment,Music,0.33,False,,,,,,,,,
"Ring of Fire hit co-writer dies

Merle Kilgore, co-writer of the country hit Ring of Fire, has died of congestive heart ...",entertainment,Culture,0.32,False,,,,,,,,,
"'My memories of Marley...'

To mark the 60th anniversary of the birth of reggae star Bob Marley, Rob Partridge - Marley'...",entertainment,Culture,0.44,False,,,,,,,,,
"Belle named 'best Scottish band'

Belle & Sebastian have been named the best Scottish band of all time after a three mon...",entertainment,Culture,0.34,False,,,,,,,,,
"Dance music not dead says Fatboy

DJ Norman Cook - aka Fatboy Slim - has said that dance music is not dead, but has admi...",entertainment,Culture,0.5,False,,,,,,,,,
"Label withdraws McFadden's video

The new video of former Westlife singer Brian McFadden has been pulled after a Dublin ...",entertainment,Culture,0.34,False,,,,,,,,,
"Byrds producer Melcher dies at 62

Record producer Terry Melcher, who was behind hits by the Byrds, Ry Cooder and the Be...",entertainment,Culture,0.32,False,,,,,,,,,
"Snow Patrol feted at Irish awards

Snow Patrol were the big winners in Ireland's top music honours, the Meteor Awards, p...",entertainment,Culture,0.32,False,,,,,,,,,
"Doves soar to UK album summit

Manchester rock band Doves have entered the UK album chart at number one with their new r...",entertainment,Music,0.31,False,,,,,,,,,
"Downloads enter US singles chart

Digital music downloads are being included in the main US singles chart for the first ...",entertainment,Business,0.38,False,,,,,,,,,
"Top gig award for Scissor Sisters

New York band Scissor Sisters have won a gig of the year award for their performance ...",entertainment,Culture,0.31,False,,,,,,,,,
"Brits return Keane to number one

Brits success has helped return Keane's award-winning album Hopes and Fears back to th...",entertainment,Culture,0.33,False,,,,,,,,,
"Charity single for quake relief

Singers including Sir Cliff Richard and Boy George are recording a charity single to he...",entertainment,Culture,0.36,False,,,,,,,,,
"Franz man seeks government help

Franz Ferdinand frontman Alex Kapranos has called for more government help for musician...",entertainment,Culture,0.66,False,,,,,,,,,
"Hard act to follow for OutKast

US rap duo OutKast's trio of trophies at the MTV Europe Awards crowns a year of huge suc...",entertainment,Culture,0.39,False,,,,,,,,,
"Sir Paul rocks Super Bowl crowds

Sir Paul McCartney wowed fans with a live mini-concert at American football's Super Bo...",entertainment,Culture,0.38,False,,,,,,,,,
"Rock group Korn's guitarist quits

The guitarist with US rock band Korn has quit the music business, saying he made the ...",entertainment,Culture,0.31,False,,,,,,,,,
"Vibe awards back despite violence

The US Vibe awards will be held again next year despite a stabbing which happened dur...",entertainment,Crime,0.31,False,,,,,,,,,
"'Christmas song formula' unveiled

A formula for the ultimate Christmas single has been revealed by chart bible British ...",entertainment,Culture,0.31,False,,,,,,,,,
"Glastonbury fans to get ID cards

Fans who buy tickets for this year's Glastonbury festival will be issued with photo ID...",entertainment,Culture,0.34,False,,,,,,,,,
"Queen recruit singer for new tour

The remaining members of rock band Queen are to go on tour next year with former Free...",entertainment,Culture,0.34,False,,,,,,,,,
"U2 to play at Grammy awards show

Irish rock band U2 are to play live at the Grammy Awards presentation in the US next m...",entertainment,Culture,0.31,False,,,,,,,,,
"Rock band U2 break ticket record

U2 have smashed Irish box office records with ticket sales for their Dublin concerts, ...",entertainment,Culture,0.32,False,,,,,,,,,
"Police praise 'courageous' Ozzy

Rock star Ozzy Osbourne has been praised by police for ""very courageously"" tackling a b...",entertainment,Crime,0.48,False,,,,,,,,,
"New York rockers top talent poll

New York electro-rock group The Bravery have come top of the BBC News website's Sound ...",entertainment,Culture,0.45,False,,,,,,,,,
"Blair buys copies of new Band Aid

Prime Minister Tony Blair purchased two copies of the charity single Band Aid 20 in E...",entertainment,Culture,0.38,False,,,,,,,,,
"Eminem beats Elvis to number one

Rapper Eminem has denied Elvis his fourth number one of the year, after his song, Like...",entertainment,Music,0.31,False,,,,,,,,,
"Sir Paul rocks Super Bowl crowds

Sir Paul McCartney wowed fans with a live mini-concert at American football's Super Bo...",entertainment,Culture,0.37,False,,,,,,,,,
